indice,codibge, uf, pop, cifpm, part_uf
220,411580,PR,"44,149",2.0,0.487329%
221,411585,PR,"5,316",0.6,0.146199%
222,411590,PR,"2,355",0.6,0.146199%
223,411600,PR,"1,896",0.6,0.146199%
224,411605,PR,"10,813",0.8,0.194932%
225,411610,PR,"12,800",0.8,0.194932%
226,411620,PR,"16,325",1.0,0.243665%
227,411630,PR,"3,857",0.6,0.146199%
228,411640,PR,"4,053",0.6,0.146199%
229,411650,PR,"1,500",0.6,0.146199%
230,411660,PR,"3,560",0.6,0.146199%
231,411670,PR,"11,786",0.8,0.194932%
232,411680,PR,"7,023",0.6,0.146199%
233,411690,PR,"27,678",1.4,0.341131%
234,411695,PR,"5,218",0.6,0.146199%
235,411700,PR,"8,363",0.6,0.146199%
236,411705,PR,"12,010",0.8,0.194932%
237,411710,PR,"13,452",0.8,0.194932%
238,411720,PR,"5,733",0.6,0.146199%
239,411725,PR,"10,698",0.8,0.194932%
240,411721,PR,"4,106",0.6,0.146199%
241,411722,PR,"7,994",0.6,0.146199%
242,411727,PR,"7,100",0.6,0.146199%
243,411729,PR,"2,906",0.6,0.146199%
244,411730,PR,"23,646",1.2,0.292398%
245,411740,PR,"3,482",0.6,0.146199%
246,411745,PR,"5,927",0.6,0.146199%
247,411750,PR,"38,385",1.8,0.438596%
248,411760,PR,"46,294",2.0,0.487329%
249,411770,PR,"33,469",1.6,0.389864%
250,411780,PR,"14,780",1.0,0.243665%
251,411790,PR,"30,327",1.4,0.341131%
252,411800,PR,"12,661",0.8,0.194932%
253,411810,PR,"10,863",0.8,0.194932%
254,411820,PR,"148,232",3.8,0.925902%
255,411830,PR,"2,980",0.6,0.146199%
256,411840,PR,"85,643",2.8,0.682261%
257,411845,PR,"5,170",0.6,0.146199%
258,411850,PR,"77,230",2.6,0.633528%
259,411860,PR,"5,700",0.6,0.146199%
260,411870,PR,"7,219",0.6,0.146199%
261,411880,PR,"14,087",1.0,0.243665%
262,411885,PR,"5,923",0.6,0.146199%
263,411890,PR,"10,765",0.8,0.194932%
264,411900,PR,"6,822",0.6,0.146199%
265,411910,PR,"11,956",0.8,0.194932%
266,411915,PR,"124,528",3.4,0.828460%
267,411925,PR,"2,724",0.6,0.146199%
268,411920,PR,"6,409",0.6,0.146199%
269,411930,PR,"31,617",1.6,0.389864%
270,411940,PR,"24,613",1.4,0.341131%
271,411950,PR,"101,053",3.0,0.730970%
272,411960,PR,"32,841",1.6,0.389864%
273,411965,PR,"3,004",0.6,0.146199%
274,411970,PR,"4,250",0.6,0.146199%
275,411980,PR,"13,964",1.0,0.243665%
276,411990,PR,"331,084",4.0,0.974659%
277,411995,PR,"23,261",1.2,0.292398%
278,412000,PR,"14,203",1.0,0.243665%
279,412010,PR,"4,727",0.6,0.146199%
280,412015,PR,"3,640",0.6,0.146199%
281,412020,PR,"2,605",0.6,0.146199%
282,412030,PR,"4,138",0.6,0.146199%
283,412033,PR,"3,614",0.6,0.146199%
284,412035,PR,"5,643",0.6,0.146199%
285,412040,PR,"5,056",0.6,0.146199%
286,412050,PR,"11,199",0.8,0.194932%
287,412060,PR,"50,983",2.2,0.536062%
288,412065,PR,"4,887",0.6,0.146199%
289,412070,PR,"7,344",0.6,0.146199%
290,412080,PR,"21,417",1.2,0.292398%
291,412085,PR,"3,963",0.6,0.146199%
292,412090,PR,"32,393",1.6,0.389864%
293,412100,PR,"12,171",0.8,0.194932%
294,412110,PR,"5,077",0.6,0.146199%
295,412120,PR,"18,089",1.2,0.292398%
296,412125,PR,"4,332",0.6,0.146199%
297,412130,PR,"4,018",0.6,0.146199%
298,412135,PR,"2,868",0.6,0.146199%
299,412140,PR,"16,932",1.0,0.243665%
300,412150,PR,"14,752",1.0,0.243665%
301,412160,PR,"6,989",0.6,0.146199%
302,412170,PR,"26,268",1.4,0.341131%
303,412175,PR,"7,697",0.6,0.146199%
304,412180,PR,"10,956",0.8,0.194932%
305,412190,PR,"13,740",1.0,0.243665%
306,412200,PR,"14,809",1.0,0.243665%
307,412210,PR,"3,385",0.6,0.146199%
308,412215,PR,"13,524",0.8,0.194932%
309,412217,PR,"4,056",0.6,0.146199%
310,412220,PR,"31,947",1.6,0.389864%
311,412230,PR,"32,911",1.6,0.389864%
312,412240,PR,"61,837",2.4,0.584795%
313,412250,PR,"11,365",0.8,0.194932%
314,412260,PR,"9,391",0.6,0.146199%
315,412265,PR,"5,509",0.6,0.146199%
316,412270,PR,"6,462",0.6,0.146199%
317,412280,PR,"4,287",0.6,0.146199%
318,412290,PR,"5,246",0.6,0.146199%
319,412300,PR,"14,357",1.0,0.243665%
320,412310,PR,"3,769",0.6,0.146199%
321,412320,PR,"3,654",0.6,0.146199%
322,412330,PR,"8,222",0.6,0.146199%
323,412340,PR,"11,158",0.8,0.194932%
324,412350,PR,"24,895",1.4,0.341131%
325,412360,PR,"1,804",0.6,0.146199%
326,412370,PR,"8,935",0.6,0.146199%
327,412380,PR,"13,908",1.0,0.243665%
328,412382,PR,"3,997",0.6,0.146199%
329,412385,PR,"11,315",0.8,0.194932%
330,412390,PR,"12,562",0.8,0.194932%
331,412395,PR,"3,780",0.6,0.146199%
332,412402,PR,"10,548",0.8,0.194932%
333,412405,PR,"22,127",1.2,0.292398%
334,412400,PR,"5,315",0.6,0.146199%
335,412410,PR,"44,754",2.0,0.487329%
336,412420,PR,"2,774",0.6,0.146199%
337,412430,PR,"2,387",0.6,0.146199%
338,412440,PR,"19,748",1.2,0.292398%
339,412450,PR,"5,455",0.6,0.146199%
340,412460,PR,"6,668",0.6,0.146199%
341,412470,PR,"11,588",0.8,0.194932%
342,412480,PR,"10,777",0.8,0.194932%
343,412490,PR,"6,051",0.6,0.146199%
344,412500,PR,"11,461",0.8,0.194932%
345,412510,PR,"14,462",1.0,0.243665%
346,412520,PR,"9,313",0.6,0.146199%
347,412530,PR,"5,671",0.6,0.146199%
348,412535,PR,"6,088",0.6,0.146199%
349,412540,PR,"6,596",0.6,0.146199%
350,412545,PR,"3,880",0.6,0.146199%
351,412550,PR,"287,792",4.0,0.974659%
352,412555,PR,"2,170",0.6,0.146199%
353,412560,PR,"43,750",1.8,0.438596%
354,412570,PR,"26,920",1.4,0.341131%
355,412575,PR,"6,495",0.6,0.146199%
356,412580,PR,"10,664",0.8,0.194932%
357,412590,PR,"2,506",0.6,0.146199%
358,412600,PR,"8,917",0.6,0.146199%
359,412610,PR,"5,595",0.6,0.146199%
360,412620,PR,"6,912",0.6,0.146199%
361,412625,PR,"88,365",2.8,0.682261%
362,412627,PR,"5,293",0.6,0.146199%
363,412630,PR,"19,154",1.2,0.292398%
364,412635,PR,"4,667",0.6,0.146199%
365,412640,PR,"5,820",0.6,0.146199%
366,412650,PR,"16,255",1.0,0.243665%
367,412660,PR,"19,661",1.2,0.292398%
368,412665,PR,"3,366",0.6,0.146199%
369,412667,PR,"13,298",0.8,0.194932%
370,412670,PR,"4,915",0.6,0.146199%
371,412680,PR,"15,434",1.0,0.243665%
372,412690,PR,"5,906",0.6,0.146199%
373,412700,PR,"11,140",0.8,0.194932%
374,412710,PR,"74,270",2.6,0.633528%
375,412720,PR,"16,562",1.0,0.243665%
376,412730,PR,"16,063",1.0,0.243665%
377,412740,PR,"17,402",1.2,0.292398%
378,412750,PR,"20,184",1.2,0.292398%
379,412760,PR,"15,575",1.0,0.243665%
380,412770,PR,"128,448",3.4,0.828460%
381,412780,PR,"8,776",0.6,0.146199%
382,412785,PR,"12,196",0.8,0.194932%
383,412788,PR,"7,127",0.6,0.146199%
384,412790,PR,"8,887",0.6,0.146199%
385,412795,PR,"8,243",0.6,0.146199%
386,412796,PR,"13,937",1.0,0.243665%
387,412800,PR,"21,971",1.2,0.292398%
388,412810,PR,"106,387",3.2,0.779727%
389,412820,PR,"55,467",2.2,0.536062%
390,412830,PR,"2,570",0.6,0.146199%
391,412840,PR,"11,729",0.8,0.194932%
392,412853,PR,"10,763",0.8,0.194932%
393,412855,PR,"9,081",0.6,0.146199%
394,412860,PR,"7,911",0.6,0.146199%
395,412865,PR,"4,075",0.6,0.146199%
396,412870,PR,"6,775",0.6,0.146199%
397,412850,PR,"19,838",1.2,0.292398%
398,412880,PR,"6,077",0.6,0.146199%
2,330015,RJ,"10,736",0.8,0.417101%
3,330020,RJ,"118,964",3.4,1.772680%
4,330022,RJ,"11,785",0.8,0.417101%
5,330023,RJ,"29,790",1.4,0.729927%
6,330025,RJ,"28,627",1.4,0.729927%
7,330030,RJ,"96,261",3.0,1.564129%
8,330040,RJ,"179,472",4.0,2.085506%
9,330045,RJ,"477,583",4.0,2.085506%
10,330050,RJ,"25,969",1.4,0.729927%
11,330060,RJ,"35,825",1.6,0.834202%
12,330070,RJ,"200,380",4.0,2.085506%
13,330080,RJ,"55,632",2.2,1.147028%
14,330090,RJ,"14,862",1.0,0.521376%
15,330100,RJ,"477,208",4.0,2.085506%
16,330110,RJ,"19,825",1.2,0.625652%
17,330093,RJ,"14,408",1.0,0.521376%
18,330115,RJ,"12,599",0.8,0.417101%
19,330120,RJ,"17,944",1.2,0.625652%
20,330130,RJ,"38,492",1.8,0.938478%
21,330095,RJ,"8,240",0.6,0.312826%
22,330140,RJ,"21,844",1.2,0.625652%
23,330150,RJ,"20,863",1.2,0.625652%
24,330160,RJ,"11,070",0.8,0.417101%
25,330170,RJ,"873,921",4.0,2.085506%
26,330180,RJ,"13,505",0.8,0.417101%
27,330185,RJ,"54,706",2.2,1.147028%
28,330187,RJ,"24,788",1.4,0.729927%
29,330190,RJ,"225,263",4.0,2.085506%
30,330200,RJ,"115,542",3.4,1.772680%
31,330205,RJ,"14,405",1.0,0.521376%
32,330210,RJ,"22,870",1.2,0.625652%
33,330220,RJ,"98,004",3.0,1.564129%
34,330225,RJ,"29,744",1.4,0.729927%
35,330227,RJ,"98,393",3.0,1.564129%
36,330230,RJ,"7,385",0.6,0.312826%
37,330240,RJ,"224,442",4.0,2.085506%
38,330245,RJ,"5,360",0.6,0.312826%
39,330250,RJ,"232,419",4.0,2.085506%
40,330260,RJ,"39,210",1.8,0.938478%
41,330270,RJ,"139,552",3.6,1.876955%
42,330280,RJ,"18,072",1.2,0.625652%
43,330285,RJ,"170,185",4.0,2.085506%
44,330290,RJ,"24,815",1.4,0.729927%
45,330300,RJ,"26,786",1.4,0.729927%
46,330310,RJ,"15,069",1.0,0.521376%
47,330320,RJ,"158,288",4.0,2.085506%
48,330330,RJ,"494,200",4.0,2.085506%
49,330340,RJ,"184,122",4.0,2.085506%
50,330350,RJ,"804,815",4.0,2.085506%
51,330360,RJ,"48,705",2.0,1.042745%
52,330370,RJ,"41,955",1.8,0.938478%
53,330380,RJ,"39,434",1.8,0.938478%
54,330385,RJ,"26,696",1.4,0.729927%
55,330390,RJ,"297,888",4.0,2.085506%
56,330395,RJ,"23,488",1.2,0.625652%
57,330400,RJ,"27,311",1.4,0.729927%
58,330410,RJ,"18,188",1.2,0.625652%
59,330411,RJ,"17,663",1.2,0.625652%
60,330412,RJ,"13,283",0.8,0.417101%
61,330414,RJ,"141,753",3.6,1.876955%
62,330415,RJ,"21,806",1.2,0.625652%
63,330420,RJ,"123,385",3.4,1.772680%
64,330430,RJ,"56,942",2.2,1.147028%
65,330440,RJ,"17,709",1.2,0.625652%
66,330450,RJ,"8,783",0.6,0.312826%
67,330452,RJ,"122,196",3.4,1.772680%
68,330460,RJ,"10,282",0.8,0.417101%
69,330470,RJ,"41,035",1.8,0.938478%
70,330480,RJ,"37,717",1.8,0.938478%
71,330475,RJ,"41,397",1.8,0.938478%
72,330490,RJ,"1,025,507",4.0,2.085506%
73,330500,RJ,"33,951",1.6,0.834202%
74,330510,RJ,"460,799",4.0,2.085506%
75,330513,RJ,"7,143",0.6,0.312826%
76,330515,RJ,"20,704",1.2,0.625652%
77,330520,RJ,"93,659",3.0,1.564129%
78,330530,RJ,"9,012",0.6,0.312826%
79,330540,RJ,"17,610",1.2,0.625652%
80,330550,RJ,"79,421",2.6,1.355579%
81,330555,RJ,"81,260",2.6,1.355579%
82,330560,RJ,"21,366",1.2,0.625652%
83,330570,RJ,"15,070",1.0,0.521376%
84,330575,RJ,"31,844",1.6,0.834202%
85,330580,RJ,"169,849",4.0,2.085506%
86,330590,RJ,"10,347",0.8,0.417101%
87,330600,RJ,"78,723",2.6,1.355579%
88,330610,RJ,"73,154",2.6,1.355579%
89,330615,RJ,"9,861",0.6,0.312826%
90,330620,RJ,"35,112",1.6,0.834202%
91,330630,RJ,"261,522",4.0,2.085506%
2,240020,RN,"56,354",2.2,1.519329%
3,240030,RN,"11,191",0.8,0.552486%
4,240040,RN,"3,156",0.6,0.414365%
5,240050,RN,"13,878",1.0,0.690608%
6,240060,RN,"4,945",0.6,0.414365%
7,240070,RN,"13,440",0.8,0.552486%
8,240080,RN,"11,905",0.8,0.552486%
9,240090,RN,"7,172",0.6,0.414365%
10,240100,RN,"36,049",1.6,1.104972%
11,240110,RN,"26,868",1.4,0.966851%
12,240120,RN,"13,764",1.0,0.690608%
13,240130,RN,"9,660",0.6,0.414365%
14,240140,RN,"9,048",0.6,0.414365%
15,240145,RN,"26,347",1.4,0.966851%
16,240150,RN,"4,067",0.6,0.414365%
17,240160,RN,"5,385",0.6,0.414365%
18,240165,RN,"2,412",0.6,0.414365%
19,240170,RN,"9,965",0.6,0.414365%
20,240180,RN,"12,286",0.8,0.552486%
21,240185,RN,"6,257",0.6,0.414365%
22,240190,RN,"3,531",0.6,0.414365%
23,240200,RN,"66,246",2.4,1.657451%
24,240210,RN,"10,879",0.8,0.552486%
25,240220,RN,"32,945",1.6,1.104972%
26,240230,RN,"20,414",1.2,0.828729%
27,240240,RN,"7,896",0.6,0.414365%
28,240250,RN,"10,491",0.8,0.552486%
29,240260,RN,"71,856",2.6,1.795580%
30,240270,RN,"11,292",0.8,0.552486%
31,240280,RN,"5,580",0.6,0.414365%
32,240290,RN,"4,946",0.6,0.414365%
33,240300,RN,"8,182",0.6,0.414365%
34,240310,RN,"44,528",2.0,1.381208%
35,240320,RN,"7,178",0.6,0.414365%
36,240330,RN,"5,515",0.6,0.414365%
37,240340,RN,"6,054",0.6,0.414365%
38,240350,RN,"10,753",0.8,0.552486%
39,240360,RN,"26,677",1.4,0.966851%
40,240370,RN,"5,973",0.6,0.414365%
41,240375,RN,"3,000",0.6,0.414365%
42,240380,RN,"9,245",0.6,0.414365%
43,240390,RN,"2,929",0.6,0.414365%
44,240400,RN,"4,280",0.6,0.414365%
45,240410,RN,"2,446",0.6,0.414365%
46,240420,RN,"24,476",1.4,0.966851%
47,240430,RN,"12,934",0.8,0.552486%
48,240440,RN,"9,998",0.6,0.414365%
49,240450,RN,"13,922",1.0,0.690608%
50,240460,RN,"13,070",0.8,0.552486%
51,240470,RN,"14,814",1.0,0.690608%
52,240480,RN,"2,190",0.6,0.414365%
53,240485,RN,"7,336",0.6,0.414365%
54,240490,RN,"5,822",0.6,0.414365%
55,240500,RN,"8,573",0.6,0.414365%
56,240510,RN,"7,086",0.6,0.414365%
57,240520,RN,"5,453",0.6,0.414365%
58,240530,RN,"9,651",0.6,0.414365%
59,240540,RN,"5,490",0.6,0.414365%
60,240550,RN,"2,676",0.6,0.414365%
61,240560,RN,"14,342",1.0,0.690608%
62,240570,RN,"12,526",0.8,0.552486%
63,240580,RN,"34,057",1.6,1.104972%
64,240590,RN,"2,687",0.6,0.414365%
65,240600,RN,"6,049",0.6,0.414365%
66,240610,RN,"18,366",1.2,0.828729%
67,240615,RN,"3,790",0.6,0.414365%
68,240620,RN,"6,587",0.6,0.414365%
69,240630,RN,"7,372",0.6,0.414365%
70,240640,RN,"2,759",0.6,0.414365%
71,240650,RN,"14,942",1.0,0.690608%
72,240660,RN,"8,009",0.6,0.414365%
73,240670,RN,"10,977",0.8,0.552486%
74,240680,RN,"4,784",0.6,0.414365%
75,240690,RN,"3,860",0.6,0.414365%
76,240700,RN,"10,042",0.6,0.414365%
77,240710,RN,"75,548",2.6,1.795580%
78,240720,RN,"30,749",1.6,1.104972%
79,240725,RN,"3,805",0.6,0.414365%
80,240730,RN,"8,506",0.6,0.414365%
81,240740,RN,"8,615",0.6,0.414365%
82,240750,RN,"11,419",0.8,0.552486%
83,240760,RN,"4,448",0.6,0.414365%
84,240770,RN,"11,644",0.8,0.552486%
85,240780,RN,"21,833",1.2,0.828729%
86,240790,RN,"2,261",0.6,0.414365%
87,240800,RN,"280,314",4.0,2.762431%
88,240820,RN,"25,800",1.4,0.966851%
89,240830,RN,"37,079",1.6,1.104972%
90,240840,RN,"4,391",0.6,0.414365%
91,240850,RN,"4,860",0.6,0.414365%
92,240860,RN,"4,165",0.6,0.414365%
93,240870,RN,"3,924",0.6,0.414365%
94,240880,RN,"5,139",0.6,0.414365%
95,240890,RN,"21,288",1.2,0.828729%
96,240325,RN,"229,414",4.0,2.762431%
97,240910,RN,"12,188",0.8,0.552486%
98,240920,RN,"3,040",0.6,0.414365%
99,240930,RN,"12,561",0.8,0.552486%
100,240940,RN,"29,430",1.4,0.966851%
101,240950,RN,"3,505",0.6,0.414365%
102,240960,RN,"2,607",0.6,0.414365%
103,240970,RN,"7,186",0.6,0.414365%
104,240980,RN,"14,729",1.0,0.690608%
105,240990,RN,"14,402",1.0,0.690608%
106,241000,RN,"3,683",0.6,0.414365%
107,241010,RN,"14,845",1.0,0.690608%
108,241020,RN,"7,708",0.6,0.414365%
109,241025,RN,"5,689",0.6,0.414365%
110,241040,RN,"9,081",0.6,0.414365%
111,241050,RN,"4,961",0.6,0.414365%
112,241060,RN,"3,191",0.6,0.414365%
113,241070,RN,"3,399",0.6,0.414365%
114,241080,RN,"4,280",0.6,0.414365%
115,241090,RN,"7,640",0.6,0.414365%
116,240895,RN,"10,607",0.8,0.552486%
117,241100,RN,"4,549",0.6,0.414365%
118,241110,RN,"3,689",0.6,0.414365%
119,241120,RN,"38,142",1.8,1.243094%
120,240933,RN,"5,174",0.6,0.414365%
121,241140,RN,"13,688",1.0,0.690608%
122,241142,RN,"2,647",0.6,0.414365%
123,241150,RN,"23,492",1.2,0.828729%
124,241160,RN,"2,967",0.6,0.414365%
125,241170,RN,"4,205",0.6,0.414365%
126,241180,RN,"3,556",0.6,0.414365%
127,241190,RN,"4,103",0.6,0.414365%
128,241200,RN,"95,218",3.0,2.071815%
129,241210,RN,"6,174",0.6,0.414365%
130,241220,RN,"42,345",1.8,1.243094%
131,241230,RN,"12,856",0.8,0.552486%
132,241240,RN,"4,488",0.6,0.414365%
133,241250,RN,"22,921",1.2,0.828729%
134,241255,RN,"9,237",0.6,0.414365%
135,241260,RN,"16,888",1.0,0.690608%
136,241270,RN,"6,296",0.6,0.414365%
137,241280,RN,"8,351",0.6,0.414365%
138,241290,RN,"11,187",0.8,0.552486%
139,241300,RN,"6,328",0.6,0.414365%
140,241310,RN,"5,980",0.6,0.414365%
141,241320,RN,"4,215",0.6,0.414365%
142,241030,RN,"9,515",0.6,0.414365%
143,241330,RN,"5,896",0.6,0.414365%
144,241335,RN,"11,159",0.8,0.552486%
145,241340,RN,"8,083",0.6,0.414365%
146,241350,RN,"6,620",0.6,0.414365%
147,241355,RN,"4,752",0.6,0.414365%
148,241360,RN,"4,674",0.6,0.414365%
149,241370,RN,"5,333",0.6,0.414365%
150,241380,RN,"2,468",0.6,0.414365%
151,241390,RN,"12,301",0.8,0.552486%
152,241400,RN,"15,175",1.0,0.690608%
153,241410,RN,"10,468",0.8,0.552486%
154,241415,RN,"5,843",0.6,0.414365%
155,241105,RN,"3,935",0.6,0.414365%
156,241420,RN,"12,708",0.8,0.552486%
157,241430,RN,"2,398",0.6,0.414365%
158,241440,RN,"32,942",1.6,1.104972%
159,241445,RN,"3,406",0.6,0.414365%
160,241450,RN,"10,893",0.8,0.552486%
161,241460,RN,"13,939",1.0,0.690608%
162,241470,RN,"5,467",0.6,0.414365%
163,241475,RN,"4,050",0.6,0.414365%
164,241480,RN,"11,644",0.8,0.552486%
165,241490,RN,"1,696",0.6,0.414365%
166,241500,RN,"3,056",0.6,0.414365%
2,110037,RO,"13,827",1.0,1.644737%
3,110040,RO,"19,459",1.2,1.973684%
4,110034,RO,"17,399",1.2,1.973684%
5,110002,RO,"101,269",3.0,4.934213%
6,110045,RO,"36,555",1.6,2.631579%
7,110003,RO,"6,495",0.6,0.986842%
8,110060,RO,"6,268",0.6,0.986842%
9,110004,RO,"85,863",2.8,4.605263%
10,110070,RO,"13,939",1.0,1.644737%
11,110080,RO,"22,973",1.2,1.973684%
12,110090,RO,"3,689",0.6,0.986842%
13,110005,RO,"18,041",1.2,1.973684%
14,110092,RO,"9,636",0.6,0.986842%
15,110006,RO,"19,190",1.2,1.973684%
16,110007,RO,"9,036",0.6,0.986842%
17,110008,RO,"15,853",1.0,1.644737%
18,110094,RO,"19,410",1.2,1.973684%
19,110009,RO,"31,699",1.6,2.631579%
20,110100,RO,"10,534",0.8,1.315789%
21,110010,RO,"45,761",2.0,3.289475%
22,110110,RO,"9,661",0.6,0.986842%
23,110011,RO,"55,597",2.2,3.618421%
24,110012,RO,"128,026",3.4,5.592107%
25,110013,RO,"35,633",1.6,2.631579%
26,110120,RO,"10,899",0.8,1.315789%
27,110130,RO,"12,469",0.8,1.315789%
28,110140,RO,"15,541",1.0,1.644737%
29,110014,RO,"21,427",1.2,1.973684%
30,110033,RO,"26,227",1.4,2.302632%
31,110143,RO,"7,883",0.6,0.986842%
32,110050,RO,"10,515",0.8,1.315789%
33,110015,RO,"40,099",1.8,2.960527%
34,110145,RO,"5,477",0.6,0.986842%
35,110018,RO,"36,939",1.6,2.631579%
36,110146,RO,"2,440",0.6,0.986842%
37,110025,RO,"23,017",1.2,1.973684%
38,110147,RO,"3,597",0.6,0.986842%
39,110026,RO,"3,666",0.6,0.986842%
40,110028,RO,"55,357",2.2,3.618421%
41,110029,RO,"8,887",0.6,0.986842%
42,110148,RO,"6,219",0.6,0.986842%
43,110149,RO,"18,265",1.2,1.973684%
44,110032,RO,"23,668",1.2,1.973684%
45,110150,RO,"12,505",0.8,1.315789%
46,110155,RO,"5,080",0.6,0.986842%
47,110160,RO,"11,343",0.8,1.315789%
48,110170,RO,"13,491",0.8,1.315789%
49,110175,RO,"10,518",0.8,1.315789%
50,110180,RO,"8,425",0.6,0.986842%
51,110030,RO,"87,727",2.8,4.605263%
2,140002,RR,"10,432",0.8,6.896552%
3,140015,RR,"11,525",0.8,6.896552%
4,140017,RR,"15,393",1.0,8.620690%
5,140020,RR,"19,696",1.2,10.344826%
6,140023,RR,"8,826",0.6,5.172414%
7,140028,RR,"9,762",0.6,5.172414%
8,140030,RR,"15,890",1.0,8.620690%
9,140040,RR,"9,754",0.6,5.172414%
10,140045,RR,"11,423",0.8,6.896552%
11,140047,RR,"26,326",1.4,12.068964%
12,140050,RR,"7,284",0.6,5.172414%
13,140060,RR,"7,210",0.6,5.172414%
14,140070,RR,"9,127",0.6,5.172414%
2,430005,RS,"3,838",0.6,0.126103%
3,430010,RS,"17,161",1.2,0.252207%
4,430020,RS,"7,420",0.6,0.126103%
5,430030,RS,"7,010",0.6,0.126103%
6,430040,RS,"79,054",2.6,0.546448%
7,430045,RS,"4,244",0.6,0.126103%
8,430047,RS,"2,106",0.6,0.126103%
9,430050,RS,"7,871",0.6,0.126103%
10,430055,RS,"1,856",0.6,0.126103%
11,430057,RS,"3,035",0.6,0.126103%
12,430060,RS,"204,750",4.0,0.840689%
13,430063,RS,"6,693",0.6,0.126103%
14,430064,RS,"7,560",0.6,0.126103%
15,430066,RS,"1,278",0.6,0.126103%
16,430070,RS,"6,235",0.6,0.126103%
17,430080,RS,"13,263",0.8,0.168138%
18,430085,RS,"3,778",0.6,0.126103%
19,430087,RS,"5,195",0.6,0.126103%
20,430090,RS,"6,687",0.6,0.126103%
21,430100,RS,"19,792",1.2,0.252207%
22,430107,RS,"2,857",0.6,0.126103%
23,430105,RS,"8,488",0.6,0.126103%
24,430120,RS,"13,235",0.8,0.168138%
25,430110,RS,"14,132",1.0,0.210172%
26,430130,RS,"18,979",1.2,0.252207%
27,430140,RS,"10,573",0.8,0.168138%
28,430150,RS,"7,206",0.6,0.126103%
29,430155,RS,"3,748",0.6,0.126103%
30,430160,RS,"121,235",3.4,0.714586%
31,430163,RS,"11,895",0.8,0.168138%
32,430165,RS,"6,008",0.6,0.126103%
33,430170,RS,"6,744",0.6,0.126103%
34,430175,RS,"7,331",0.6,0.126103%
35,430185,RS,"3,216",0.6,0.126103%
36,430187,RS,"4,176",0.6,0.126103%
37,430190,RS,"13,150",0.8,0.168138%
38,430192,RS,"1,993",0.6,0.126103%
39,430195,RS,"2,476",0.6,0.126103%
40,430180,RS,"5,498",0.6,0.126103%
41,430200,RS,"11,478",0.8,0.168138%
42,430205,RS,"2,305",0.6,0.126103%
43,430210,RS,"111,384",3.2,0.672686%
44,430215,RS,"2,173",0.6,0.126103%
45,430220,RS,"6,800",0.6,0.126103%
46,430222,RS,"2,520",0.6,0.126103%
47,430223,RS,"2,537",0.6,0.126103%
48,430225,RS,"2,860",0.6,0.126103%
49,430230,RS,"11,823",0.8,0.168138%
50,430235,RS,"12,644",0.8,0.168138%
51,430237,RS,"2,311",0.6,0.126103%
52,430240,RS,"12,004",0.8,0.168138%
53,430245,RS,"7,910",0.6,0.126103%
54,430250,RS,"6,953",0.6,0.126103%
55,430258,RS,"2,248",0.6,0.126103%
56,430260,RS,"3,735",0.6,0.126103%
57,430265,RS,"4,902",0.6,0.126103%
58,430270,RS,"21,131",1.2,0.252207%
59,430280,RS,"34,676",1.6,0.336276%
60,430290,RS,"13,834",1.0,0.210172%
61,430300,RS,"85,955",2.8,0.588483%
62,430310,RS,"124,472",3.4,0.714586%
63,430320,RS,"5,056",0.6,0.126103%
64,430330,RS,"5,075",0.6,0.126103%
65,430340,RS,"5,148",0.6,0.126103%
66,430350,RS,"65,409",2.4,0.504414%
67,430355,RS,"2,701",0.6,0.126103%
68,430360,RS,"6,712",0.6,0.126103%
69,430367,RS,"3,375",0.6,0.126103%
70,430370,RS,"6,156",0.6,0.126103%
71,430380,RS,"5,658",0.6,0.126103%
72,430390,RS,"63,339",2.4,0.504414%
73,430400,RS,"5,404",0.6,0.126103%
74,430410,RS,"3,559",0.6,0.126103%
75,430420,RS,"31,334",1.6,0.336276%
76,430430,RS,"6,654",0.6,0.126103%
77,430435,RS,"9,214",0.6,0.126103%
78,430440,RS,"41,682",1.8,0.378310%
79,430450,RS,"55,462",2.2,0.462379%
80,430460,RS,"338,531",4.0,0.840689%
81,430461,RS,"1,841",0.6,0.126103%
82,430462,RS,"1,783",0.6,0.126103%
83,430463,RS,"45,744",2.0,0.420345%
84,430465,RS,"3,318",0.6,0.126103%
85,430466,RS,"25,256",1.4,0.294241%
86,430468,RS,"12,323",0.8,0.168138%
87,430469,RS,"2,741",0.6,0.126103%
88,430467,RS,"4,177",0.6,0.126103%
89,430471,RS,"7,742",0.6,0.126103%
90,430470,RS,"61,702",2.4,0.504414%
91,430480,RS,"26,976",1.4,0.294241%
92,430485,RS,"1,604",0.6,0.126103%
93,430490,RS,"8,993",0.6,0.126103%
94,430495,RS,"3,139",0.6,0.126103%
95,430500,RS,"9,477",0.6,0.126103%
96,430510,RS,"465,304",4.0,0.840689%
97,430511,RS,"3,036",0.6,0.126103%
98,430512,RS,"6,523",0.6,0.126103%
99,430513,RS,"4,639",0.6,0.126103%
100,430515,RS,"2,465",0.6,0.126103%
101,430517,RS,"11,012",0.8,0.168138%
102,430520,RS,"13,872",1.0,0.210172%
103,430530,RS,"9,631",0.6,0.126103%
104,430535,RS,"37,589",1.8,0.378310%
105,430537,RS,"3,532",0.6,0.126103%
106,430540,RS,"4,100",0.6,0.126103%
107,430543,RS,"6,269",0.6,0.126103%
